product code ,name ,category,brand,size,finish,image 1,image 2,image 3
JMS,River black,Granite/marbel,Jay mangalam stonex,"according to slab, in sq. ft.",Polished & Lapatro,https://drive.google.com/file/d/1g2e6CikOuV1I2TZub2U7HQBFe3m8IZ6Y/view?usp=drive_link,,
PR,rocher / rover ,wall/floor tile,Prime ,"300x450 , 300x300 / box",glossy/ matt,https://drive.google.com/file/d/15QSgbe8jgZ_PQKAwVCD5XargKq1HYmX-/view?usp=drive_link,https://drive.google.com/file/d/1RqSYnagYmeHsfeVsM_WzJ9aAYlzmGkUh/view?usp=drive_link,
JMC,Rockstrong,cement ,Jay mangalam cement,50kg/bag,opc,https://drive.google.com/file/d/1QgH47IGzUSVUsy3ABm8IAugTYuIOLjqI/view?usp=drive_link,,
JMC,Rockstrong,cement ,Jay mangalam cement,50kg/bag,ppc,https://drive.google.com/file/d/1XgElOEvvBfN5_9orYbkFLHCGkZEEQ5M5/view?usp=drive_link,,
JMS,Rosy Pink,Granite/marbel,Jay mangalam stonex,"according to slab, in sq. ft.",Polished & Lapatro,https://drive.google.com/file/d/1GoU_elyDzpI-DxD-BNkds6liC16UDnq-/view?usp=drive_link,,
JMS,S. white,Granite/marbel,Jay mangalam stonex,"according to slab, in sq. ft.",Polished & Lapatro,https://drive.google.com/file/d/1fMr0kg3X8MONVOUYgUNz-LxGcSYUkmaP/view?usp=drive_link,,
LM,sabbia baige ,Parking floor tile ,laminar ,400x400/ box,matt,https://drive.google.com/file/d/1GxxSqOYXUgmTADVKGGYxxSb6GsxqiL3X/view?usp=drive_link,,
LM,sabbia bianco,Parking floor tile ,laminar ,400x400/ box,matt,https://drive.google.com/file/d/13hsXL0zEgPNCSZeMwiWM8pzoCRhQZQo4/view?usp=drive_link,,
LM,sabbia gris,Parking floor tile ,laminar ,400x400/ box,matt,https://drive.google.com/file/d/19xNn3etAZXa0_5WhNM4cVjgBbM-AanSw/view?usp=drive_link,,
NE,sand blue ,"floor, parking tile ",Nepovit,400x400/ box ,matt,https://drive.google.com/file/d/1YXHYgpVjLaT8FF5M3x0L2vvvfhwtYF2o/view?usp=drive_link,,
PR,sanibell white,floor tile,Prime ,600x1200/ box,GVT glossy,https://drive.google.com/file/d/1mqKoK8S36hRN_EnkCPysJxDlhCQxneZr/view?usp=drive_link,,
AQ,seat cover,sanitory,Acquario,round/ Pcs.,glossy,https://drive.google.com/file/d/1BU9miTzTuiIFE4eutfhViOmpPpGkhrEN/view?usp=drive_link,,
AQ,seat cover ,sanitory,Acquario,squar/ Pcs. ,glossy,https://drive.google.com/file/d/1lbzc_2cuDVHUxlhHe_ar_jK1jZTZvhpl/view?usp=drive_link,,
NE,sierra brown,"wall,floor tile ",Nepovit,"300x450, 300x300/ box",glossy/ matt,https://drive.google.com/file/d/1zCTyxAt9pzICVdReVScorRwy11XjUh93/view?usp=drive_link,,
PR,siliken malena,wall/floor tile,Prime ,"300x450 , 300x300 / box",glossy/ matt,https://drive.google.com/file/d/1hKNgN4mFrAhygtzC6BcWQIN9KuezQxQq/view?usp=drive_link,https://drive.google.com/file/d/19Pxoxw57NBwC59dzgXTMXq6nazj33avk/view?usp=drive_link,
PR,silken gris ,floor tile,Prime ,600x1200/ box,GVT glossy,https://drive.google.com/file/d/1z0YR1dRG3pKkXRYY_FreItxuC20F4huv/view?usp=drive_link,,
AQ,single pice washbasin grand 505,sanitory,Acquario,,glossy,https://drive.google.com/file/d/159NmFLR4tjjfK6rYeanj1-XC93QQAoOi/view?usp=drive_link,,
DO,single tee (door),CPVC/PVC,Dolphin ,Avilable in all size  ,"smooth, glossy, and non-porous",https://drive.google.com/file/d/1TqyeTjjtZA8VqlrlAvN0JGfaLWZP_M5K/view?usp=drive_link,,
DO,single y,CPVC/PVC,Dolphin ,Avilable in all size  ,"smooth, glossy, and non-porous",https://drive.google.com/file/d/14g7TceZI9I_YjtSZAhmQbUIVajhjBJzC/view?usp=drive_link,,
LM,solid ivory,floor tile,laminar ,600x600/ box ,matt,https://drive.google.com/file/d/1VY-wk1G2ot2c4ebfKAXezAG0BZqVcZCv/view?usp=drive_link,,
LM,solid white ,floor tile,laminar ,600x600/ box ,matt,https://drive.google.com/file/d/1E9jvOIY2vXbFfIXuWgdhfGHeUaAMEC7G/view?usp=drive_link,,
NE,solitare snow,"wall,floor tile ",Nepovit,"300x450, 300x300/ box",glossy/ matt,https://drive.google.com/file/d/1YW5BPMoEc-DLr0PBR30Me5p0uiq5aJrh/view?usp=drive_link,,
JMS,Spider brown,Granite/marbel,Jay mangalam stonex,"according to slab, in sq. ft.",Polished & Lapatro,https://drive.google.com/file/d/1yfsfxeIAx4S-NzXTV2ZcgkG9frWBMbgE/view?usp=drive_link,,
JMC,Star,cement ,Jay mangalam cement,50kg/bag,53 Grade ,https://drive.google.com/file/d/19_JU0nMrPvsJS71lA0nbQ-_vJIY2fS4N/view?usp=drive_link,,
PR,star mosac,"wall, alivation tile",Prime ,300x450/ box,glossy/ matt,https://drive.google.com/file/d/1ZAeeQMyC87oAsyRunMHZveVH7XQcihF6/view?usp=drive_link,,
