product code ,name ,category,brand,size,finish,image 1,image 2,image 3
PR,statuario ice,floor tile,Prime ,600x1200/ box,GVT glossy,https://drive.google.com/file/d/1qdZkmamn0m-NgoufwvzIdR5laYRILK6W/view?usp=drive_link,,
JMS,Steel grey,Granite/marbel,Jay mangalam stonex,"according to slab, in sq. ft.",Polished & Lapatro,https://drive.google.com/file/d/1AC8qRolU3nENXCgxsbKWzM8irfxPRDcy/view?usp=drive_link,,
PR,swan,wall/floor tile,Prime ,"300x450 , 300x300 / box",glossy/ matt,https://drive.google.com/file/d/1-Ntx4wZM78xmM2ZnpH2Icwjmk8m157rS/view?usp=drive_link,,
NE,tango black,floor tile ,Nepovit,600x600/ box ,matt,https://drive.google.com/file/d/1B5YP8nT-uNv7bbV2VXkIHOExB2klwUWC/view?usp=drive_link,,
DO,tank nipple ,CPVC/PVC,Dolphin ,Avilable in all size  ,"smooth, glossy, and non-porous",https://drive.google.com/file/d/1hLEJzPH_-au8BipPVL_h3LUAn4GK8Pu3/view?usp=drive_link,,
DO,tee,CPVC/PVC,Dolphin ,Avilable in all size  ,"smooth, glossy, and non-porous",https://drive.google.com/file/d/1i1qp_nPmbnNlIBz5snuPIYpwLng0QP3y/view?usp=drive_link,,
NE,terni ore pearl,"wall,floor tile ",Nepovit,"300x450, 300x300/ box",glossy/ matt,https://drive.google.com/file/d/1cewVvaIzxzDD-LMU-CIEbV_c8_jeUZ7p/view?usp=drive_link,,
PR,tima teak,floor tile,Prime ,600x1200/ box,GVT glossy,https://drive.google.com/file/d/1n6LSVQOam1icpQp_ujY0pEPywRFLasv6/view?usp=drive_link,,
PR,trevertino,wall/floor tile,Prime ,"300x450 , 300x300 / box",glossy/ matt,https://drive.google.com/file/d/1iXq5rmtolp7baOqtiKsEcJ7AInLc3iEx/view?usp=drive_link,,
DO,union,CPVC/PVC,Dolphin ,Avilable in all size  ,"smooth, glossy, and non-porous",https://drive.google.com/file/d/1p3U0eh-OCzqbKvN4P78OawFVPrdauBO2/view?usp=drive_link,,
PR,unser dark,"wall, alivation tile",Prime ,300x450/ box,glossy/ matt,https://drive.google.com/file/d/1yWuZHiUYYirqfXwCGvcE8GUgU5tPoQvE/view?usp=drive_link,,
PR,unser multi,"wall, alivation tile",Prime ,300x450/ box,glossy/ matt,https://drive.google.com/file/d/1hSR_vt4OlXD42ue8Ef0BNrXjeqa93ElY/view?usp=drive_link,,
DO,UPVC Pipe DPI's Dolphine ,CPVC/PVC,Dolphin ,Avilable in all size  ,"smooth, glossy, and non-porous",https://drive.google.com/file/d/1dgmgUkLrAN4Q48tnvNmowA4DkYByhSP0/view?usp=drive_link,,
DO,upvc PIPE underground plain socket,CPVC/PVC,Dolphin ,Avilable in all size  ,"smooth, glossy, and non-porous",https://drive.google.com/file/d/19CzP9grv1oJjnI0JcL8Nrqv_OOXO-4G0/view?usp=drive_link,,
PR,vase,wall/floor tile,Prime ,"300x450 , 300x300 / box",glossy/ matt,https://drive.google.com/file/d/11icPRA28jtff91xShcZWhFvc3kUXuDGA/view?usp=drive_link,,
PR,vinto / vental,wall/floor tile,Prime ,"300x450 , 300x300 / box",glossy/ matt,https://drive.google.com/file/d/1gfNUfNAXOF46NQeHMBc38bLHgorTxPiB/view?usp=drive_link,,
PR,volcono blue ,floor tile,Prime ,600x1200/ box,GVT glossy,https://drive.google.com/file/d/14l5JmgDpvfofGMN3WezdWU0MUle7OB5D/view?usp=drive_link,,
AQ,wall hang cumboard vipro 166,sanitory,Acquario,,glossy,https://drive.google.com/file/d/1L5n08usnzN85qxtdCgWX16jYkfTRzQr4/view?usp=drive_link,,
AQ,wall hang cumboard witara 159,sanitory,Acquario,,glossy,https://drive.google.com/file/d/1Z9VJvtlVdYQkwYKZki5wsrI8ZRR76nmy/view?usp=drive_link,,
AQ,wash basin liva 217,sanitory,Acquario,,glossy,https://drive.google.com/file/d/1gpB81c38REJpFs0onWDZNAATrDcGLIpj/view?usp=drive_link,,
AQ,washasin corner roto 255,sanitory,Acquario,,glossy,https://drive.google.com/file/d/1GpmL55oRQG5bf1jpMrNGaPbi311f_r-t/view?usp=drive_link,,
AQ,washbasin piano 200,sanitory,Acquario,,glossy,https://drive.google.com/file/d/1N6k33fmpxcA_xJKUhiwYULWrKuOjhriU/view?usp=drive_link,,
AQ,washbasin sandy 209,sanitory,Acquario,,glossy,https://drive.google.com/file/d/1AcFO_4WK1F-XgKnPAwjM2Bd-f3deqsEW/view?usp=drive_link,,
JMS,Wiscon White ,Granite/marbel,Jay mangalam stonex,"according to slab, in sq. ft.",Polished & Lapatro,https://drive.google.com/file/d/1O7nNdh8WEYZNWrj_Pgc29Bofx8ADm9QL/view?usp=drive_link,,
LM,wodden brick,floor tile,laminar ,600x600/ box ,matt,https://drive.google.com/file/d/13i3BNWcPNTdcNNGag4kN1wZ3qbHMljdM/view?usp=drive_link,,
LM,wooden strip,floor tile,laminar ,600x600/ box ,matt,https://drive.google.com/file/d/1l_V5HzpD_RMDuZA8IfNn_WeAgTJO-750/view?usp=drive_link,,
JMC,Yeti,cement ,Jay mangalam cement,50kg/bag,ppc,https://drive.google.com/file/d/1Euj62vzLdpFHUu8qjwNS7PqLJ4hYshnC/view?usp=drive_link,,
